# >>> KLIBS INFO
# KLIBs Commit: 3e186637b4c04206bcf259b09ebfa00d0e0957a6
# random_seed: 1462304258.09
#
# >>> EYELINK SETTINGS
# Saccadic Velocity Threshold: 20
# Saccadic Acceleration Threshold: 5000
# Saccadic Motion Threshold: 0.15
#
# >>> EXPERIMENT SETTINGS
# Trials Per Block: 240
# Blocks Per Experiment: 2

participant	sex	age	handedness	block_num	trial_num	trial_type	rotation	probe_loc	probe_color	probe_angle	probe_judgement	probe_judgement_color	probe_rt	t1_loc	t1_type	toj_judgement	toj_rt	soa
demo_user_2016-04-29 16:31:43	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:31:43	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:32:29	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:32:29	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:32:48	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:32:48	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:33:13	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:33:13	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:34:02	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:34:02	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:36:06	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:36:06	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:36:33	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:36:33	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:38:01	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:38:01	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:38:39	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:38:39	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:39:26	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:39:26	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:39:50	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:39:50	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:40:22	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:40:22	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:40:53	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:40:53	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:41:28	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:41:28	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:42:11	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:42:11	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:42:26	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:42:26	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:43:01	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:43:01	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:43:24	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:43:24	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:43:56	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:43:56	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:44:36	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:44:36	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:44:52	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:44:52	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:46:08	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:46:08	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:46:30	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:46:30	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:46:50	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:46:50	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:47:51	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:47:51	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:48:12	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:48:12	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:48:54	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:48:54	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:49:19	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:49:19	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:49:52	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:49:52	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:50:13	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:50:13	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:50:54	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:50:54	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:51:32	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:51:32	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:52:01	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:52:01	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:52:29	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:52:29	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:52:53	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:52:53	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:53:32	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:53:32	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:54:03	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:54:03	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:54:46	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:54:46	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:55:33	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:55:33	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:56:09	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:56:09	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:56:47	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:56:47	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:57:36	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:57:36	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:58:59	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:58:59	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:59:33	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:59:33	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 16:59:51	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 16:59:51	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:00:03	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:00:03	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:00:15	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:00:15	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:00:29	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:00:29	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:00:41	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:00:41	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:00:57	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:00:57	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:01:47	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:01:47	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:02:03	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:02:03	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:02:15	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:02:15	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:02:28	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:02:28	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:02:53	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:02:53	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:03:22	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:03:22	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:03:59	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:03:59	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:04:44	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:04:44	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:09:59	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:09:59	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:12:27	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:12:27	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:13:07	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:13:07	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:13:23	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:13:23	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:14:07	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:14:07	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:16:59	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:16:59	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:18:06	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:18:06	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-04-29 17:18:33	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-04-29 17:18:33	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:36:08	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:36:08	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:36:43	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:36:43	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:38:17	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:38:17	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:39:44	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:39:44	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:42:27	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:42:27	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:42:45	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:42:45	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:42:57	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:42:57	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:43:05	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:43:05	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:43:35	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:43:35	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:44:07	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:44:07	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:44:43	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:44:43	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:45:45	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:45:45	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:46:06	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:46:06	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:46:21	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:46:21	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:46:35	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:46:35	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:46:52	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:46:52	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
demo_user_2016-05-02 12:47:05	f	-1	r	1	1	TARGET	108	NA	NA	-1	-1	NA	-1	LEFT	VERTICAL	VERTICAL	3.34394598007	15
demo_user_2016-05-02 12:47:05	f	-1	r	1	2	TARGET	68	NA	NA	-1	-1	NA	-1	RIGHT	VERTICAL	VERTICAL	4.30505490303	45
